A,Code,Name,City,Country,LA1,LA2,LA3,LA4,LO1,LO2,LO3,LO4,Alt,Lat,Long
HANG,0000,0000,NEGHELLE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HANJ,0000,0000,NEJO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HANK,NEK,0000,NEKEMTE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HASB,ASA,0000,ASSAB,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HASD,SXU,0000,SODO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HASH,0000,0000,SHEIK HUSSEIN,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HASO,ASO,0000,ASOSA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HATO,0000,0000,TENDAHO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HATP,TIE,0000,TIPPI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HATS,TES,0000,TESSENEI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAWC,WAC,0000,WACCA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBA,BJM,BUJUMBURA INTERNATIONAL,BUJUMBURA,BURUNDI,003,019,026,S,029,019,006,E,00787,-3.324,29.318
HBBE,GID,0000,GITEGA,BURUNDI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBK,0000,0000,KIOFI-GIHOFI,BURUNDI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBL,0000,0000,NYANZA-LAC,BURUNDI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBM,0000,0000,MUGERA,BURUNDI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBN,0000,0000,NYAKAGUNDA,BURUNDI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HBBO,KRE,0000,KIRUNDO,BURKINA FASO,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMA,ALU,0000,ALULA,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMB,0000,BAIDOA,BAIDOA,SOMALIA,003,005,055,N,043,037,027,E,00464,3.099,43.624
HCMC,0000,0000,CANDALA,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMD,0000,0000,BARDERA,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCME,0000,0000,EIL,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMF,0000,0000,BOSASO,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMG,0000,0000,GARDO,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMH,HGA,HARGEISA,HARGEISA,SOMALIA,009,031,005,N,044,005,019,E,01349,9.518,44.089
HCMI,BBO,BERBERA,BERBERA,SOMALIA,010,023,021,N,044,056,027,E,00010,10.389,44.941
HCMJ,0000,0000,LUGH FERRANDI,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMK,KMU,KISIMAYU,KISMAYU,SOMALIA,000,022,038,S,042,027,033,E,00015,-0.377,42.459
HCML,0000,0000,EL BUR,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMM,MGQ,MOGADISHU,MOGADISHU,SOMALIA,002,000,049,N,045,018,017,E,00010,2.014,45.305
HCMN,0000,0000,BELET UEN,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMO,0000,0000,OBBIA,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMP,0000,0000,LAS ANOD,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMR,GLK,0000,GALCAIO,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMS,0000,0000,SCUSCIUBAN,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMU,0000,0000,ERIGAVO,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HCMV,BUO,0000,BURAO,SOMALIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HEAR,0000,EL ARISH INTERNATIONAL,EL ARISH,EGYPT,031,004,024,N,033,050,009,E,00037,31.073,33.836
HEAT,0000,ASYUT INTERNATIONAL,ASYUT,EGYPT,027,002,047,N,031,000,043,E,00236,27.046,31.012
HEAX,ALY,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,EGYPT,031,011,002,N,029,056,056,E,-0001,31.184,29.949
HEBL,ABS,ABU SIMBEL,ABU SIMBEL,EGYPT,022,022,033,N,031,036,042,E,00188,22.376,31.612
HECA,CAI,CAIRO INTERNATIONAL,CAIRO,EGYPT,030,007,019,N,031,024,020,E,00117,30.122,31.406
HECW,0000,CAIRO WEST,CAIRO,EGYPT,030,006,058,N,030,054,055,E,00168,30.116,30.915
HEEM,0000,EMBABA,EMBABA,EGYPT,030,004,028,N,031,011,031,E,00018,30.074,31.192
HEGN,HRG,HURGHADA INTERNATIONAL,HURGHADA,EGYPT,027,011,002,N,033,047,054,E,00016,27.184,33.798
HEGR,0000,EL GORA,EL-GORA,EGYPT,031,004,008,N,034,007,045,E,00099,31.069,34.129
HEKB,0000,0000,EL NAKAB,EGYPT,000,000,000,U,000,000,000,U,00000,0.000,0.000
HELX,LXR,LUXOR INTERNATIONAL,LUXOR,EGYPT,025,040,015,N,032,042,023,E,00090,25.671,32.706
HEMM,MUH,MERSA MATRUH,MERSA-MATRUH,EGYPT,031,019,031,N,027,013,018,E,00029,31.325,27.222
HENY,UVL,0000,NEW VALLEY,EGYPT,000,000,000,U,000,000,000,U,00000,0.000,0.000
HEPS,PSD,PORT SAID,PORT SAID,EGYPT,031,016,046,N,032,014,024,E,00003,31.279,32.240
HERN,0000,0000,RAS-NASRANI,EGYPT,000,000,000,U,000,000,000,U,00000,0.000,0.000
HESC,SKV,ST CATHERINE INTERNATIONAL,ST. CATHERINE,EGYPT,028,041,007,N,034,003,045,E,01332,28.685,34.063
HESN,ASW,ASWAN INTERNATIONAL,ASWAN,EGYPT,023,057,051,N,032,049,011,E,00202,23.964,32.820
HETR,ELT,EL TOR,EL-TOR,EGYPT,028,012,032,N,033,038,043,E,00036,28.209,33.645
HFFF,JIB,0000,DJIBOUTI,DJIBOUTI,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKAM,ASV,0000,AMBOSELI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKBA,0000,0000,BUSIA,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKBR,0000,0000,BURA,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKBU,0000,0000,BUNGOMA,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKEL,EDL,ELDORET INTERNATIONAL,ELDORET,KENYA,000,024,015,N,035,014,017,E,02116,0.404,35.238
HKEM,0000,0000,EMBU,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKES,0000,0000,ELIYE SPRINGS,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKFG,FER,0000,KALOKOL,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKGA,GAS,GARISSA,GARISSA,KENYA,000,027,048,S,039,038,053,E,00145,-0.463,39.648
HKGT,0000,0000,GARBA TULA,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKHB,0000,0000,HOMA BAY,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKHO,0000,0000,HOLA,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKIS,0000,ISIOLO,ISIOLO,KENYA,000,020,021,N,037,035,027,E,01066,0.339,37.591
HKKA,0000,0000,KABARAK,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKKE,0000,0000,KEEKOROK,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKKG,0000,KAKAMEGA,KAKAMEGA,KENYA,000,016,016,N,034,047,014,E,01531,0.271,34.787
HKKI,KIS,KISUMU,KISUMU,KENYA,000,005,010,S,034,043,044,E,01209,-0.086,34.729
HKKL,ILU,0000,KILAGUNI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKKR,KEY,0000,KERICHO,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKKS,0000,0000,KISII,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKKT,KTL,KITALE,KITALE,KENYA,000,058,019,N,034,057,030,E,01851,0.972,34.958
HKLG,0000,0000,LOKITAUNG,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKLK,0000,LOKICHOGGIO,LOKICHOGGIO,KENYA,004,012,015,N,034,020,053,E,00461,4.204,34.348
HKLO,LOK,LODWAR,LODWAR,KENYA,003,007,019,N,035,036,031,E,00523,3.122,35.609
HKLT,0000,0000,LOITOKITOK,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKLU,LAU,LAMU MANDA,LAMU,KENYA,002,015,008,S,040,054,047,E,00007,-2.252,40.913
HKLY,LOY,LOYENGALANI,LOYANGALANI,KENYA,002,045,047,N,036,043,006,E,00365,2.763,36.718
HKMA,NDE,MANDERA,MANDERA,KENYA,003,056,001,N,041,050,039,E,00246,3.934,41.844
HKMB,RBT,MARSABIT,MARSABIT,KENYA,002,020,042,N,037,059,057,E,01340,2.345,37.999
HKMG,0000,0000,MAGADI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKMI,0000,0000,MARALAL,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKMK,0000,MULIKA,MERU,KENYA,000,013,049,N,038,010,013,E,00680,0.230,38.170
HKML,MYD,MALINDI,MALINDI,KENYA,003,013,045,S,040,006,006,E,00025,-3.229,40.102
HKMO,MBA,MOI INTERNATIONAL,MOMBASA,KENYA,004,002,005,S,039,035,039,E,00061,-4.035,39.594
HKMR,0000,0000,MACKINNON ROAD,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKMT,0000,0000,MITITO ANDEI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKMU,0000,0000,MAKINDU,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKMY,OYL,MOYALE LOWER,MOYALE LOWER,KENYA,003,028,011,N,039,006,005,E,00851,3.470,39.101
HKNA,NBO,0000,NAIROBI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKNI,NYE,NYERI,NYERI,KENYA,000,022,008,S,036,058,048,E,01777,-0.369,36.980
HKNK,NUU,0000,NAKURU,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKNO,0000,0000,NAROK,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKNV,0000,NAIVASHA,NAIVASHA,KENYA,000,047,016,S,036,026,000,E,01945,-0.788,36.433
HKNW,WIL,NAIROBI WILSON,NAIROBI,KENYA,001,019,018,S,036,048,053,E,01688,-1.322,36.815
HKNY,NYK,NANYUKI,NANYUKI,KENYA,000,003,039,S,037,002,019,E,01905,-0.061,37.039
HKRE,0000,NAIROBI EASTLEIGH,NAIROBI,KENYA,001,016,038,S,036,051,044,E,01640,-1.277,36.862
HKSA,0000,0000,EMBAKASI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKSB,UAS,0000,SAMBURU,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKVO,0000,0000,VOI,KENYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HKWJ,WJR,WAJIR,WAJIR,KENYA,001,043,059,N,040,005,029,E,00235,1.733,40.091
HLFL,0000,BU ATTIFEL,BUATTIFEL,LIBYA,028,047,043,N,022,004,051,E,00050,28.795,22.081
HLGL,0000,WAREHOUSE 59E,GIALLO,LIBYA,028,038,018,N,021,026,016,E,00100,28.638,21.438
HLGT,GHT,GHAT,GHAT,LIBYA,025,008,044,N,010,008,033,E,00700,25.146,10.143
HLKF,AKF,KUFRA,KUFRA,LIBYA,024,010,043,N,023,018,050,E,00417,24.179,23.314
HLLB,BEN,BENINA,BENGHAZI,LIBYA,032,005,048,N,020,016,010,E,00132,32.097,20.269
HLLO,0000,0000,METEGA,LIBYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HLLQ,0000,EL BEIDA,EL BEIDA,LIBYA,032,047,019,N,021,057,051,E,00658,32.789,21.964
HLLS,SEB,SEBHA,SEBHA,LIBYA,026,059,013,N,014,028,021,E,00435,26.987,14.473
HLLT,TIP,TRIPOLI INTERNATIONAL,TRIPOLI,LIBYA,032,039,048,N,013,009,032,E,00081,32.663,13.159
HLMB,0000,MARSA BREGA,MARSA BREGA,LIBYA,030,022,041,N,019,034,035,E,00016,30.378,19.576
HLNF,0000,RAS LANUF OIL,RAS LANOUF V 40,LIBYA,030,030,000,N,018,031,037,E,00013,30.500,18.527
HLON,0000,HON,HON,LIBYA,029,006,036,N,015,057,056,E,00281,29.110,15.966
HLRA,0000,DAHRA,DAHRA,LIBYA,029,028,011,N,017,055,052,E,00321,29.470,17.931
HLRF,0000,0000,JAREF,LIBYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HLSD,0000,0000,ESSIDER,LIBYA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HLTD,LTD,GHADAMES EAST,GHADAMES,LIBYA,030,009,006,N,009,042,055,E,00342,30.152,9.715
HLZA,0000,ZELLA 74,ZELLA 74,LIBYA,028,035,024,N,017,017,039,E,00331,28.590,17.294
HRYG,GYI,GISENYI,GISENYI,RWANDA,001,040,037,S,029,015,031,E,01554,-1.677,29.259
HRYI,0000,0000,BUTARE,RWANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HRYN,0000,0000,NEMBA,RWANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HRYO,0000,0000,GABIRO,RWANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HRYR,KGL,KIGALI INTERNATIONAL,KIGALI,RWANDA,001,058,007,S,030,008,022,E,01492,-1.969,30.139
HRYU,RHG,0000,RUHENGERI,RWANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HRZA,KME,KAMEMBE,KAMEMBE,RWANDA,002,027,044,S,028,054,028,E,01592,-2.462,28.908
HSAK,0000,0000,AKOBO,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSAT,ATB,0000,ATBARA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSAW,0000,0000,AWEIL,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSBR,0000,0000,BOR,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSBT,0000,0000,BENTU,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSCG,0000,0000,ERKOWIT,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSCN,EGN,0000,GENEINA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSDB,0000,0000,DEBBA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSDL,0000,0000,DILLING,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSDM,0000,0000,DUEIM,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSDN,DOG,DONGOLA,DONGOLA,SUDAN,019,009,013,N,030,025,048,E,00236,19.154,30.430
HSDZ,0000,DAMAZIN,DAMAZIN,SUDAN,011,047,009,N,034,020,011,E,00478,11.786,34.336
HSFS,ELF,EL FASHER,EL FASHER,SUDAN,013,036,054,N,025,019,029,E,00733,13.615,25.325
HSGF,0000,0000,GEDAREF,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSGG,0000,0000,DINDER,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSGO,0000,0000,GOGERIAL,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSKA,KSL,KASSALA,KASSALA,SUDAN,015,023,009,N,036,019,041,E,00509,15.386,36.328
HSKG,0000,0000,KHASHIM EL GIRBA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSKI,0000,0000,KOSTI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSKJ,0000,0000,KAGO KAJU,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSKP,0000,0000,KAPOETA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSLI,0000,0000,KADUGLI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSLR,0000,0000,LIRANGU,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSMD,0000,0000,MARIDI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSMK,0000,0000,RUMBEK,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSMR,MWE,0000,MEROWE,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSNA,0000,0000,NASIR,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSND,0000,0000,SHENDI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSNH,0000,0000,NAHUD,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSNL,UYL,NYALA,NYALA,SUDAN,012,003,013,N,024,057,019,E,00656,12.054,24.955
HSNM,0000,0000,NIMULE,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSNR,0000,0000,SENNAR,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSNW,0000,0000,NEW HALFA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSOB,EBD,EL OBEID,EL OBEID,SUDAN,013,009,011,N,030,013,057,E,00574,13.153,30.232
HSPA,0000,0000,PACHELLA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSPI,0000,0000,PIBOR,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSRJ,0000,0000,RAGA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSRN,0000,0000,RENK,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSSJ,JUB,JUBA,JUBA,SUDAN,004,052,019,N,031,036,004,E,00460,4.872,31.601
HSSM,MAK,MALAKAL,MALAKAL,SUDAN,009,033,031,N,031,039,009,E,00388,9.559,31.652
HSSP,PZU,PORT SUDAN,PORT SUDAN,SUDAN,019,034,035,N,037,012,057,E,00004,19.576,37.216
HSSS,KRT,KHARTOUM,KHARTOUM,SUDAN,015,035,022,N,032,033,011,E,00385,15.589,32.553
HSSW,0000,0000,WADI HALFA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSTO,0000,0000,TONG,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSTR,0000,0000,TORIT,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSTU,0000,0000,TUMBURA,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSWW,WUU,WAU,WAU,SUDAN,007,043,032,N,027,058,046,E,00433,7.726,27.979
HSYA,0000,0000,YAMBIO,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSYE,0000,0000,YEI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSYL,0000,0000,YIROL,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HSZA,0000,0000,ZALINGEI,SUDAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTAR,ARK,ARUSHA,ARUSHA,TANZANIA,003,022,004,S,036,038,000,E,01387,-3.368,36.633
HTBU,BKZ,0000,BUKOBA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTDA,DAR,DAR ES SALAAM,DAR ES SALAAM,TANZANIA,006,052,041,S,039,012,009,E,00056,-6.878,39.203
HTDO,DOD,DODOMA,DODOMA,TANZANIA,006,010,013,S,035,045,009,E,01109,-6.170,35.752
HTFI,0000,0000,FORT IKOMA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTIR,IRI,IRINGA,IRINGA,TANZANIA,007,040,007,S,035,045,007,E,01426,-7.669,35.752
HTKA,0000,0000,KIGOMA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTKI,0000,0000,KILWA MASOKO,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTKJ,JRO,KILIMANJARO INTERNATIONAL,KILIMANJARO,TANZANIA,003,025,045,S,037,004,028,E,00894,-3.429,37.074
HTKO,0000,0000,KONGWA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTKT,0000,0000,KILIMATINDE,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTLI,LDI,0000,LINDI,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTLM,0000,LAKE MANYARA,LAKE MANYARA,TANZANIA,003,022,034,S,035,049,005,E,01265,-3.376,35.818
HTLO,0000,0000,LOBO WILDLIFE LODGE,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMA,MFA,0000,MAFIA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMB,0000,0000,MBEYA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMD,0000,MWADUI,MWADUI,TANZANIA,003,030,051,S,033,037,008,E,01211,-3.514,33.619
HTMG,0000,0000,MOROGORO,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMI,0000,0000,MASASI,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMK,0000,0000,MIKUMI,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMO,0000,0000,MOMBO,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMP,0000,0000,MPANDA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMR,0000,0000,MSEMBE-RUAHA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMS,QSI,MOSHI,MOSHI,TANZANIA,003,021,046,S,037,019,024,E,00854,-3.363,37.323
HTMT,MYW,MTWARA,MTWARA,TANZANIA,010,020,020,S,040,010,054,E,00114,-10.339,40.182
HTMU,MUZ,0000,MUSOMA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTMW,MWZ,MWANZA,MWANZA,TANZANIA,002,026,040,S,032,055,057,E,01147,-2.444,32.932
HTMX,0000,0000,MPWAPWA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTNA,NCH,0000,NACHINGWEA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTNG,0000,NGERENGERE,NGERENGERE,TANZANIA,006,043,002,S,038,009,013,E,00226,-6.717,38.154
HTNJ,0000,0000,NJOMBE,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTPE,PMA,PEMBA,PEMBA,TANZANIA,005,015,026,S,039,048,041,E,00025,-5.257,39.811
HTSD,0000,0000,SINGIDA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSE,0000,0000,SAME,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSH,0000,0000,MAFINGA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSN,0000,0000,SERONERA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSO,SGX,0000,SONGEA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSU,SUT,0000,SUMBAWANGA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTSY,SHY,0000,SHINYANGA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTTB,TBO,0000,TABORA,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTTG,TGT,TANGA,TANGA,TANZANIA,005,005,032,S,039,004,016,E,00040,-5.092,39.071
HTTU,0000,0000,TUNDURU,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTUR,0000,0000,URAMBO,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTWH,0000,0000,WAZO HILL,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTWK,0000,0000,NGARE NAIROBI,TANZANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HTZA,ZNZ,ZANZIBAR,ZANZIBAR,TANZANIA,006,013,019,S,039,013,029,E,00017,-6.222,39.225
HUAR,RUA,0000,ARUA,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUEN,EBB,ENTEBBE INTERNATIONAL,ENTEBBE,UGANDA,000,002,032,N,032,026,036,E,01153,0.042,32.443
HUFP,0000,0000,FORT PORTAL,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUGU,0000,GULU,GULU,UGANDA,002,048,020,N,032,016,018,E,01070,2.806,32.272
HUJI,0000,0000,JINJA,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUKB,0000,0000,KABALE,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUKF,0000,0000,KABALEGA FALLS,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUKS,KSE,0000,KASESE,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HULA,0000,0000,LAKE GEORGE,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HULI,0000,0000,LIRA,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUMA,0000,0000,MBARARA,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUMI,0000,0000,MASINDI,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUMO,0000,0000,MOROTO,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUNA,0000,0000,NAMULONGE,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HUSO,SRT,SOROTI,SOROTI,UGANDA,001,043,039,N,033,037,022,E,01127,1.728,33.623
HUTO,0000,0000,TORORO,UGANDA,000,000,000,U,000,000,000,U,00000,0.000,0.000
IOAS,0000,0000,SAFI ABAD,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
IOFZ,0000,0000,NATANZ,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
IOHS,0000,0000,HAMADAN,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
IOHU,0000,0000,TOOYSERKAN,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
IONV,0000,0000,TONKABON,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
IOYQ,0000,0000,KHEZR ABAD,IRAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
JAPN,0000,0000,UTSUNOMIYA,JAPAN,000,000,000,U,000,000,000,U,00000,0.000,0.000
KABI,ABI,ABILENE RGNL,ABILENE,USA,032,024,040,N,099,040,054,W,00546,32.411,-99.682
KABQ,ABQ,0000,ALBUQUERQUE,USA,000,000,000,U,000,000,000,U,00000,0.000,0.000
KACK,ACK,NANTUCKET MEM,NANTUCKET,USA,041,015,010,N,070,003,036,W,00015,41.253,-70.060
KACT,ACT,WACO RGNL,WACO,USA,031,036,040,N,097,013,049,W,00158,31.611,-97.230
KACY,ACY,ATLANTIC CITY INTERNATIONAL,ATLANTIC CITY,USA,039,027,027,N,074,034,037,W,00023,39.458,-74.577
KADM,ADM,ARDMORE MUNI,ARDMORE,USA,034,018,011,N,097,001,010,W,00233,34.303,-97.019
KADW,ADW,ANDREWS AFB,CAMP SPRINGS,USA,038,048,038,N,076,052,001,W,00086,38.811,-76.867
